uid,salary_fairness,compensation_competitiveness,benefits_adequacy,workload_balance,schedule_flexibility,leave_policies_adequacy,workplace_safety_comfort,positive_inclusive_culture,access_to_tools_resources,professional_growth_opportunities,training_skill_development,clear_career_paths,manager_communication_clarity,raising_concerns_comfortability,manager_support_for_employees,job_security_feeling,organizational_financial_stability,open_communication_on_changes,team_collaboration_effectiveness,colleague_respect_support,constructive_conflict_management,clear_job_responsibilities,autonomy_in_role,role_alignment_with_skills,acknowledgement_of_contributions,fair_performance_evaluations,fair_rewards_for_effort,mission_values_meaningful,encouragement_of_innovation,Company_acts_ethically,free_text_box,sentiment_label
2acd8600-28ac-40e8-afcc-34d14f48264d,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,3,3,Performance evaluations are expected and generally follow the same format.,Neutral
554f0c97-c5a5-4400-89d4-2aa92607a874,5,5,4,4,5,5,4,4,4,4,5,5,4,4,5,4,4,4,5,4,4,5,5,5,4,4,4,5,5,5,My manager is so excellent. I am excellent with the leadership.,Positive
df51b3ec-30b5-4577-adaa-778d6423b584,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,The company's approach to innovation is quite adequate.,Neutral
dddfc1e6-070d-48c5-beb7-36f598971317,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,The recent organizational changes were communicated in a toxic manner.,Negative
99b0c6ad-4102-40f1-af4f-2424cea4aeaf,5,4,4,5,5,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,5,4,5,4,4,4,5,5,My manager is so excellent. I am excellent with the leadership.,Positive
b50dec7d-6c6c-43dd-9f12-28aeb02a27a3,5,5,5,5,4,4,5,4,5,5,5,5,5,4,4,5,4,4,5,5,5,4,4,5,4,4,4,4,4,4,I'm truly supportive with the recognition I've received.,Positive
8ed9eb68-d2cb-49c5-a87d-453e31602c44,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,Communication is a unbearable here. I am unbearable with management.,Negative
5025276c-4edc-4318-b351-b0e7cf340aa8,5,5,5,4,5,4,5,5,4,4,4,4,5,4,5,5,4,4,4,4,4,5,5,4,4,5,4,4,5,5,The company's mission is proud and I feel aligned with its values.,Positive
993efa28-f888-4b6d-b87b-0fccf08e5309,3,3,3,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,3,I have mixed feelings. The new policy is normal.,Neutral
7dc67e3a-90df-485a-9c11-7aa8a325cb47,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,4,5,4,5,5,4,4,4,4,4,5,5,5,The compensation is supportive and I feel supportive supportive.,Positive
807fac2e-c44f-48a3-8405-aba17b9cb432,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,I've found career progression to be low and unclear.,Negative
ec5b8a4d-5410-4b52-bbb0-131779f99838,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,I'm low with my salary. It is low for my experience.,Negative
a2a38dab-d38d-4c4a-a6bc-4fd56bfb3fa0,4,3,3,3,4,4,4,4,3,3,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,3,3,4,4,3,Performance evaluations are regular and generally follow the same format.,Neutral
507a4054-bfda-4d2a-935c-ce6ad0a5931d,4,4,4,4,4,5,4,4,4,5,4,5,4,5,5,5,4,4,5,5,4,5,5,4,4,5,4,5,5,4,The professional growth opportunities here are valued.,Positive
c0c1a544-96d9-4cc7-a28a-82ebb5f2c9c9,5,5,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,5,5,4,5,4,5,5,4,5,5,5,5,4,I'm truly supportive with the recognition I've received.,Positive
2231d676-7774-417b-8d8e-b731054cd69b,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,"My contributions feel completely unbearable, and I am not unbearable for my work.",Negative
01d2f367-cb53-4068-85e7-795372dba16b,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,The recent organizational changes were communicated in a unhappy manner.,Negative
98aa04aa-b3ee-4cc1-8196-92a4461372b0,3,4,4,3,4,4,4,3,3,4,3,4,4,3,4,4,3,3,4,3,3,3,4,4,3,4,4,4,3,4,I have mixed feelings. The new policy is adequate.,Neutral
7da036d8-1ef9-4e50-b2ab-5ad830574367,3,3,4,4,4,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,4,3,Performance evaluations are acceptable and generally follow the same format.,Neutral
3821eda6-fcae-4d25-8ba4-23f6810b2097,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,Communication is a problem here. I am problem with management.,Negative
27a35bf1-a323-4a97-af46-6e431916ec1e,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,There's a mess culture and a mess of respect.,Negative
db94592b-22c1-449e-be7a-6a9124e441c5,5,4,4,5,5,4,4,4,4,5,5,5,4,4,5,4,4,5,4,4,5,5,5,5,5,4,4,5,4,4,The professional growth opportunities here are enjoy.,Positive
c630d0a4-f267-4462-b225-5ba7f918456d,4,4,3,4,4,3,3,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,The company's approach to innovation is quite acceptable.,Neutral
85b98129-da91-472a-8e91-2dc99b1ab322,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,I'm terrible with my salary. It is terrible for my experience.,Negative
36d68d88-dcdb-4bae-8244-1db2a58753f2,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,4,4,4,I am wonderful with the company culture.,Positive
476413fa-d3b8-4906-86c1-4ef25c9a9cbd,4,3,3,4,3,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,3,The training provided is okay. It serves its purpose.,Neutral
c47bef36-5470-4904-9292-7b1d40268c68,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,"My contributions feel completely poor, and I am not poor for my work.",Negative
56b32418-f08d-4bea-9c3a-9457a4ade733,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,"My contributions feel completely problem, and I am not problem for my work.",Negative
94bf0996-a9c6-4872-bab7-47dbe827bd73,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,I've found career progression to be problem and unclear.,Negative
a5aa0089-659f-44e7-95b0-c3408af4d801,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,I've found career progression to be stagnant and unclear.,Negative
ada72dfa-027c-4f83-8b4a-7597f9096ec3,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,I've found career progression to be terrible and unclear.,Negative
fde09500-1d55-48b1-922c-414fd22cf886,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,4,4,The company's mission is proud and I feel aligned with its values.,Positive
920048a9-5079-4ff2-9d50-2350946f5e9a,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,The workload is poor and I have a poor work-life balance.,Negative
256b76b0-5bce-4157-8baa-fff07f6bdfa6,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,"My contributions feel completely mess, and I am not mess for my work.",Negative
d35f122c-7fbd-4f0b-ac36-40ff8af824bd,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,5,4,4,5,4,5,I am valued with the company culture.,Positive
48ccb8fb-da96-4c8a-8d6a-80bca1ee2060,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,There's a difficult culture and a difficult of respect.,Negative
33362eb4-5318-4d6d-9829-fad76f54b72c,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,I'm mess with my salary. It is mess for my experience.,Negative
a1876c20-00f3-44b3-8858-8fbcc2024ea2,4,4,4,4,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,5,4,4,My manager is so wonderful. I am wonderful with the leadership.,Positive
8bb98ddd-ca0f-42f3-8d80-2e9841f37201,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,"My contributions feel completely unbearable, and I am not unbearable for my work.",Negative
d02220f2-1865-4844-a90a-01b5051bae66,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,5,5,5,5,4,4,4,5,4,5,5,The compensation is valued and I feel valued valued.,Positive
ed99382d-3807-4683-83e3-091aa2f32cb0,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,I'm mess with my salary. It is mess for my experience.,Negative
0168b423-48ee-48a6-89fa-dbff7cb1fce3,4,5,5,4,4,4,4,5,5,5,4,5,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,5,The compensation is valued and I feel valued valued.,Positive
5e68ec5f-6435-46c4-a5ac-715c05cecdec,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,4,4,4,Everything is just fine. There's nothing much to say.,Neutral
7175d9ce-c909-48b4-bae8-4e3678e348e9,4,4,4,4,5,4,4,5,5,5,5,4,4,5,5,5,4,4,4,5,5,4,5,5,4,5,4,4,4,5,My manager is so enjoy. I am enjoy with the leadership.,Positive
6621e8de-d5e5-4d8f-8c8d-8f845189de70,3,4,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,I have mixed feelings. The new policy is expected.,Neutral
8647e7b8-4b10-4c4d-8774-21591c5dd2b2,4,4,3,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,Everything is just fine. There's nothing much to say.,Neutral
bb449211-4e15-40ce-9d61-3bf625e0747d,4,4,5,5,5,5,4,5,4,4,5,5,4,4,5,4,4,4,5,4,5,5,4,4,4,5,5,4,4,4,My manager is so wonderful. I am wonderful with the leadership.,Positive
f0ff43c7-7421-4484-8bc8-8f59b04748f3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,The recent organizational changes were communicated in a problem manner.,Negative
79e60617-b94c-4e30-b195-4c3f68312569,4,4,3,3,3,4,4,3,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,3,The training provided is regular. It serves its purpose.,Neutral
e54bc366-c110-42df-8dec-2fbd6ebbb99a,3,4,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4,3,3,3,3,4,3,My job is expected. The responsibilities are expected.,Neutral
91ecff22-2956-48d5-a1e0-dc9d9b045c58,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,3,4,3,3,4,3,3,3,Performance evaluations are regular and generally follow the same format.,Neutral
303073b5-452f-4bc4-b127-6ac863998198,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5,I am excellent with the company culture.,Positive
c9eed706-40e0-40f9-9016-1df532df5abc,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,The workload is unhappy and I have a unhappy work-life balance.,Negative
fe489c95-79a5-41a5-87bc-fe2e7750dd09,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,I'm unbearable with my salary. It is unbearable for my experience.,Negative
e0f10be6-56aa-4542-9522-f490a8a270e9,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,"My contributions feel completely low, and I am not low for my work.",Negative
8b9808ef-f93e-471f-8c05-e6ede6f2ae79,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,There's a mess culture and a mess of respect.,Negative
5eb2b22a-2d28-4915-8609-6d2ef7599d9a,4,3,3,4,4,4,3,3,4,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,4,3,3,4,4,4,Everything is just regular. There's nothing much to say.,Neutral
a0b8ae69-7eec-4d64-aa70-d3b91dd77071,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,"My contributions feel completely low, and I am not low for my work.",Negative
c3c7f3bc-4d1c-462b-bf21-f080c802c4c6,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,The recent organizational changes were communicated in a stagnant manner.,Negative
188919c2-785d-4e9f-9cb9-84587187f936,3,4,4,3,3,4,3,3,4,4,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,My benefits are normal and meet my basic needs.,Neutral
75004f06-a538-43c9-8cde-0b5fc2595b4a,4,4,4,4,3,3,4,4,3,3,3,4,3,4,3,4,4,4,4,3,4,3,4,3,4,3,3,4,4,4,The company's approach to innovation is quite okay.,Neutral
7672fe3a-a056-45cd-8f35-3b47a6459f97,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,The recent organizational changes were communicated in a terrible manner.,Negative
78bf6551-c96a-47d6-8985-d8811cb53b5e,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,4,5,5,5,5,4,4,4,4,5,4,5,5,5,5,I feel love about my job. The team is love.,Positive
375a775c-8c37-4e09-b007-e9b022f72461,4,3,3,4,3,3,4,4,4,3,4,4,3,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,I have mixed feelings. The new policy is okay.,Neutral
175c55a1-01d6-47cd-ba98-ceab2e117db7,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,I've found career progression to be low and unclear.,Negative
9c798cb1-803a-4f63-bfd8-949ecbc7c55d,4,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,3,3,4,The company's approach to innovation is quite regular.,Neutral
8ab732fd-bac8-4e39-914f-73abd5526b50,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,3,4,3,3,3,4,4,4,3,4,4,4,4,3,The company's approach to innovation is quite okay.,Neutral
4c1a4869-4924-4974-87c0-e2d53cf971b8,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,"My contributions feel completely unbearable, and I am not unbearable for my work.",Negative
c6d63898-edf3-409f-980b-68b26155f7dd,4,5,5,5,5,4,5,5,4,5,4,5,4,4,5,5,4,4,4,5,5,5,4,4,4,4,4,5,5,4,My manager is so great. I am great with the leadership.,Positive
b56e2f03-aa48-4345-849a-40056d5bb479,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,I've found career progression to be problem and unclear.,Negative
beba6e08-fc0a-4dff-8d65-d19aa03c2dc7,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,3,4,4,4,4,3,4,3,3,4,3,4,4,3,3,I find the level of autonomy to be normal.,Neutral
271742d0-2148-4923-8737-8ffbe28aaf88,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,The recent organizational changes were communicated in a unbearable manner.,Negative
167b4364-8a88-452b-bf6c-20117cf3d33c,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,The workplace environment is love and promotes love collaboration.,Positive
d8be57ea-22a0-4649-8688-e0b7ae5d5e82,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,3,4,The company's approach to innovation is quite fine.,Neutral
c2eb7218-2487-4808-a6e5-211a22da0913,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,My benefits are regular and meet my basic needs.,Neutral
69bc071d-2c5f-4533-ad42-eb146159f374,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,The workload is unbearable and I have a unbearable work-life balance.,Negative
f9eb1bf3-1dbb-4e02-8be6-077ad8964a5f,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,The workload is mess and I have a mess work-life balance.,Negative
203c7141-4213-4325-bf85-ea778826337b,5,4,4,4,5,5,5,5,4,4,5,4,4,5,4,4,5,5,5,5,5,4,4,4,5,5,5,4,5,5,The workplace environment is excellent and promotes excellent collaboration.,Positive
d7ff4c05-5ecd-4065-be2a-14433c8a47a4,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,There's a terrible culture and a terrible of respect.,Negative
a90bed84-5649-4e72-bde8-ec9f1067d8e5,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,I'm mess with my salary. It is mess for my experience.,Negative
42b6ba3d-ff08-4f31-afe2-e5b28e38bada,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,The tools and resources provided are difficult to perform my job effectively.,Negative
cc674a90-6a09-41a2-be2f-866d47e26e20,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,Communication is a poor here. I am poor with management.,Negative
d04b3518-9eb3-40f7-a39e-f63eb62c8fda,4,5,4,5,4,4,4,5,5,5,4,4,4,5,4,4,4,5,5,4,5,4,4,5,4,4,4,5,4,5,I feel supportive about my job. The team is supportive.,Positive
15c2ae15-25a4-4cd1-9969-8ebcf1fbeb5c,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,"My contributions feel completely unbearable, and I am not unbearable for my work.",Negative
9d847a90-9924-41c5-936b-0b62d5ca8380,4,5,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,5,5,5,4,4,5,4,4,4,5,5,5,4,I feel proud about my job. The team is proud.,Positive
762131a7-8eda-4b20-8c9a-6fda13833253,4,3,4,3,4,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,The training provided is typical. It serves its purpose.,Neutral
5703c1d2-60cd-48c1-8263-bb6e0812831f,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,I find the level of autonomy to be standard.,Neutral
10f492ec-b2a5-45e3-8ac0-4cd0293a8f8b,3,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,3,3,4,4,3,4,3,3,4,3,4,4,3,4,Performance evaluations are standard and generally follow the same format.,Neutral
c64901d8-9e38-4575-8977-b057d4666a31,5,5,5,4,5,4,4,4,5,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,5,4,4,4,4,5,My manager is so excellent. I am excellent with the leadership.,Positive
e08c4d12-ac9b-42c6-aa64-253b8b263632,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,There's a low culture and a low of respect.,Negative
e3ac1494-3ae7-4be3-9789-a681da83bcec,4,3,4,3,4,3,3,3,4,3,4,3,3,3,4,3,3,4,4,3,4,4,4,4,3,3,4,3,3,4,My job is normal. The responsibilities are normal.,Neutral
4b2c90fe-596d-4cef-b90e-b3df8a49474d,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,There's a stagnant culture and a stagnant of respect.,Negative
52ab9e67-b91a-4605-9aef-c6270539734d,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,Communication is a problem here. I am problem with management.,Negative
f515ede2-d4cc-422c-a1cd-b2a1229085e6,3,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,4,3,4,3,4,4,4,3,4,3,3,3,3,3,Performance evaluations are adequate and generally follow the same format.,Neutral
4f864601-ec60-475b-994f-e3a8a115efee,5,5,4,5,4,5,5,5,4,5,5,4,5,4,4,4,5,4,5,5,4,5,5,4,4,4,5,4,4,5,I am valued with the company culture.,Positive
09a535c1-5469-43fb-af89-b2a36d3ec260,3,4,3,4,4,4,3,3,4,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,3,3,3,The company's approach to innovation is quite fine.,Neutral
63c51dfb-37be-4484-a3bb-bca017bd9697,3,3,3,3,3,4,3,4,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,I find the level of autonomy to be okay.,Neutral
d3cb3f5c-aabe-419e-93e9-6a9af72e8fae,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,My benefits are fine and meet my basic needs.,Neutral
da3fc13f-b5d7-4ff7-bf94-768e2e08c2bc,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,"My contributions feel completely unhappy, and I am not unhappy for my work.",Negative
6e337922-91a0-4ec2-b5eb-3f97b53d2c8b,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,Communication is a toxic here. I am toxic with management.,Negative
b6c890cb-448c-4e0d-989b-74404b7fc902,5,4,5,4,4,4,5,5,5,4,5,5,5,4,5,5,4,5,5,4,5,4,4,4,5,4,5,5,4,5,My manager is so great. I am great with the leadership.,Positive
02e315f0-d7fa-4ad8-b97d-983530e53822,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,"My contributions feel completely toxic, and I am not toxic for my work.",Negative
18d869ba-7b0e-4190-976b-c1968c1315fb,5,4,5,4,5,5,4,4,4,4,5,4,5,4,5,5,5,4,5,4,5,5,4,4,5,5,4,4,4,4,The compensation is great and I feel great great.,Positive
da48b9b0-8a73-4129-bfa5-a7192dae3b96,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,Communication is a mess here. I am mess with management.,Negative
1cf33d90-9505-4780-bf2e-fa1de2b87173,3,3,4,3,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,3,3,3,3,4,4,3,3,4,3,4,Everything is just okay. There's nothing much to say.,Neutral
0e37f645-7556-498b-9829-88b64fee3aac,5,4,5,4,5,5,5,4,4,5,4,5,5,5,4,4,5,4,5,5,4,5,5,4,5,4,5,4,5,4,The professional growth opportunities here are happy.,Positive
eada34c5-62be-4afb-b31c-e2cec31e7a66,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,"My contributions feel completely poor, and I am not poor for my work.",Negative
13816128-75ca-417e-a2d8-3b5e43b49ae2,5,5,4,5,5,4,4,4,4,5,5,5,4,5,5,5,5,4,4,4,5,4,5,4,5,5,4,5,4,5,I'm truly wonderful with the recognition I've received.,Positive
06ce964f-5417-49f4-b374-3e304fe5a961,4,3,3,4,4,3,4,3,4,3,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,The training provided is fine. It serves its purpose.,Neutral
f5c86f7b-a8ba-4cc2-80f5-0bb8e2f34af7,3,4,4,3,3,3,4,3,3,4,4,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,3,3,I have mixed feelings. The new policy is typical.,Neutral
80b179e2-0203-485b-a786-bafaceac4d52,4,5,5,4,4,5,5,4,5,4,4,5,5,5,4,4,5,5,5,4,4,4,5,5,4,5,4,5,5,5,My manager is so wonderful. I am wonderful with the leadership.,Positive
22a2c0d8-b92a-4078-98ec-4b0b94d8baad,5,4,5,4,5,4,5,5,4,4,4,5,4,5,5,5,4,5,4,5,4,4,5,4,5,4,4,4,5,4,I am excellent with the company culture.,Positive
69bdc760-0835-4563-86cb-0e63d783d1e0,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,Communication is a problem here. I am problem with management.,Negative
a9e5e502-84b0-4504-86b6-a53f1bc21504,3,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,3,4,4,4,4,4,3,4,3,4,3,4,4,4,The training provided is adequate. It serves its purpose.,Neutral
78a76504-b405-4efa-945a-cfd28ddf5f94,3,4,3,4,4,3,3,4,3,4,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,3,3,4,3,4,Everything is just adequate. There's nothing much to say.,Neutral
47139028-c2fd-4268-a520-7ed2e4480cc8,5,4,4,4,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,5,4,My manager is so enjoy. I am enjoy with the leadership.,Positive
91dae255-b772-43c3-9475-8b69d6a1fbaf,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,The workload is difficult and I have a difficult work-life balance.,Negative
56113ad9-349e-4d70-9cb0-25d5d2138158,4,5,5,4,5,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,5,5,4,4,5,4,4,5,5,I am valued with the company culture.,Positive
b75738a9-d28a-475c-b2d5-28a2a5003f93,4,4,4,5,4,5,5,5,5,4,4,4,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,The company's mission is love and I feel aligned with its values.,Positive
18ada151-bb64-4b15-b8d8-b91729c59dc4,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,The workload is mess and I have a mess work-life balance.,Negative
d7d2e2af-c3f9-4dca-bc38-af8199c5a1eb,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,My benefits are okay and meet my basic needs.,Neutral
3d434520-8ee9-4331-81f7-5dc59e7dbfa3,4,5,5,4,5,4,5,5,5,5,4,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,5,4,The workplace environment is valued and promotes valued collaboration.,Positive
2d4b31bc-17aa-442f-80ab-5d6b77b3c07b,4,4,3,4,3,4,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,4,3,4,4,3,4,3,3,4,I have mixed feelings. The new policy is standard.,Neutral
f50d53ac-e9c0-43e5-8e47-5cf0c5ef853e,4,3,3,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,Performance evaluations are typical and generally follow the same format.,Neutral
