uid,review_date,salary_fairness,compensation_competitiveness,benefits_adequacy,workload_balance,schedule_flexibility,leave_policies_adequacy,mission_values_meaningful,positive_inclusive_culture,company_values_alignment,diversity_hiring_promotion,employees_feel_included,respectful_welcoming_environment,professional_growth_opportunities,training_skill_development,clear_career_paths,manager_communication_clarity,raising_concerns_comfortability,manager_support_for_employees,free_text_box
366012cc-51be-4b07-80be-38e2e5cf37fd,2023-02-07,4,5,5,4,5,4,4,4,3,5,4,4,4,5,4,5,5,4,I feel fantastic about my job. The team is fantastic.
ba3bed18-3640-4ea3-aa79-e88b15343983,2023-11-24,5,5,5,4,4,5,4,5,5,5,5,4,5,5,4,4,4,5,The compensation is fantastic and I feel fantastic fantastic.
07caff34-6311-493f-8769-bc5b6b6b4d97,2023-09-08,4,4,3,3,3,3,4,3,5,3,3,3,3,3,3,3,4,4,The training provided is expected. It serves its purpose.
b9eebd68-1dc2-4cc7-8ec5-6d6df1f12ba7,2023-06-25,5,4,5,5,4,5,5,4,3,4,4,4,5,5,4,5,4,4,I feel excellent about my job. The team is excellent.
fff4807b-a065-4aad-a862-d8a6bae87468,2024-08-24,4,5,5,5,5,4,5,4,4,4,5,4,5,4,5,5,5,4,I'm truly wonderful with the recognition I've received.
99f81b83-2655-4605-ac39-ad6c4b1b750b,2024-03-29,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,4,4,The compensation is enjoy and I feel enjoy enjoy.
e8346664-a982-4cb7-8285-af19e8387fc5,2023-02-06,2,1,1,2,2,1,1,2,2,2,2,3,1,1,1,2,1,1,There's a terrible culture and a terrible of respect.
7f7e5ec0-5645-477c-a2be-fca18cfea96f,2023-11-12,3,3,4,4,4,4,4,4,5,5,4,4,4,3,3,4,3,4,My job is typical. The responsibilities are typical.
b55045c1-8f3b-4fb0-8e6d-291c4ae999ba,2024-11-18,5,5,4,4,4,4,5,4,4,4,5,4,5,5,4,4,5,5,My manager is so wonderful. I am wonderful with the leadership.
6608e4db-2ff7-49f8-a646-38c688868d46,2024-08-15,5,5,4,4,4,4,5,5,5,5,5,4,5,4,4,4,5,5,I feel proud about my job. The team is proud.
c82dafe4-80e5-450b-85ff-3410e26d0bff,2023-04-24,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,4,The compensation is love and I feel love love.
4f8c95ab-47b1-409e-96db-3e2b4e3e4e73,2023-02-09,4,3,3,3,4,4,4,4,5,4,3,4,4,3,4,3,3,4,I have mixed feelings. The new policy is normal.
3fcaecfd-73f2-4e2e-84ff-f23f789b8d5a,2023-10-28,5,4,4,4,4,5,4,5,4,4,4,5,5,4,5,5,4,5,My manager is so excellent. I am excellent with the leadership.
2a9ec25d-12cc-4045-a010-a2ab04583d34,2023-08-12,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,The workload is difficult and I have a difficult work-life balance.
7e356a7d-2b20-427b-b562-476714ba3b2b,2023-11-14,3,4,3,4,4,3,4,4,3,4,4,4,3,3,4,3,3,4,My job is standard. The responsibilities are standard.
d6e2294f-f593-4362-9c8d-d5d18530191c,2023-12-15,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,3,4,I find the level of autonomy to be standard.
88073565-d84a-4d55-867c-a3ac24752052,2023-04-25,4,5,5,4,4,5,4,4,5,4,3,3,5,5,4,5,4,4,The professional growth opportunities here are fantastic.
274032c2-bc1f-4222-b00b-acade4e58069,2024-11-28,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,I'm low with my salary. It is low for my experience.
c02a2536-5f40-4720-968b-cccb6fe61dbc,2023-11-19,3,4,3,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,Performance evaluations are okay and generally follow the same format.
10543d7a-9a7c-47a5-a451-0b2a98b3df45,2024-07-21,3,3,3,4,3,3,3,4,3,4,4,2,4,3,3,3,4,3,I find the level of autonomy to be normal.
6866d1a4-6c2d-49d8-b041-417807388681,2023-02-09,3,4,4,4,3,3,4,3,3,4,4,2,3,3,4,4,3,3,I have mixed feelings. The new policy is acceptable.
654f683b-a2c5-451e-b318-75716383ec2f,2023-02-09,4,4,4,5,4,5,5,5,4,5,5,4,4,5,4,4,5,4,The professional growth opportunities here are love.
81202d81-b38c-47e0-891c-5008a3d77388,2023-10-16,4,3,4,4,4,4,3,4,5,4,4,4,4,4,3,4,3,4,I have mixed feelings. The new policy is expected.
4d24eb35-6639-45e9-ab19-d19042d08761,2023-09-19,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,I find the level of autonomy to be okay.
837314dc-f415-493e-95fd-1b4003777b6a,2023-08-04,3,4,4,3,4,4,3,3,4,4,5,4,4,4,3,4,4,4,My job is acceptable. The responsibilities are acceptable.
f7a36f65-1373-4f7e-8b01-5367907d3f5a,2023-05-27,3,4,3,4,4,3,3,4,4,3,3,5,4,3,3,3,3,3,The company's approach to innovation is quite expected.
3132e8e6-b0b6-4c7b-b6ef-e8a628c69a41,2023-12-02,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,4,4,The compensation is enjoy and I feel enjoy enjoy.
884c49c9-e910-4e41-a039-a3a0093f5db5,2023-06-17,1,2,1,1,2,2,1,1,3,1,2,2,2,2,1,2,2,1,I'm unhappy with my salary. It is unhappy for my experience.
46e330dc-18a1-4e24-bc31-fe20a42e88b8,2023-04-02,3,3,3,4,4,4,4,4,3,4,3,3,4,3,3,4,3,3,Performance evaluations are typical and generally follow the same format.
bcd79e1c-12f9-4453-a490-0a842785050f,2023-12-19,4,4,5,5,5,5,5,5,3,5,4,4,4,4,5,4,4,5,The company's mission is love and I feel aligned with its values.
2b9288eb-ac77-4bbe-883c-b4aa45c465c0,2024-07-24,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,I've found career progression to be mess and unclear.
ea7cf2a4-61c1-44f5-8627-48b0b0265254,2024-07-24,4,5,4,4,4,5,5,5,4,4,5,5,5,4,5,5,5,4,I feel fantastic about my job. The team is fantastic.
22ed2052-79c4-49cc-984c-553ad9c952d2,2024-11-11,5,4,4,4,5,5,4,5,4,4,5,5,4,5,5,5,5,4,My manager is so wonderful. I am wonderful with the leadership.
517e3ea8-56d5-4e4d-8618-2da4d4258952,2023-12-29,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,"My contributions feel completely stagnant, and I am not stagnant for my work."
6bb36ae5-4839-40e7-b7a4-8b6a51fbd3cc,2024-07-10,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,I've found career progression to be terrible and unclear.
f91208f7-1df9-449b-8f28-b6e019b9ac1e,2023-12-11,5,4,5,5,5,4,5,5,5,5,4,4,5,4,5,5,5,4,I feel excellent about my job. The team is excellent.
cbd915ff-e004-4a4a-b60d-6e631aeb96d9,2024-11-23,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,Communication is a poor here. I am poor with management.
34c6730f-cdad-41e7-9768-d92884878e2a,2023-06-19,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,I'm terrible with my salary. It is terrible for my experience.
8dc6baa1-4c74-48a7-be5f-06a3899f55de,2023-12-22,4,3,4,4,4,4,3,3,3,2,3,4,4,4,3,3,3,4,I find the level of autonomy to be adequate.
50c9612f-6888-46ce-9615-f9c60828948f,2023-07-10,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,I'm truly love with the recognition I've received.
fc81d9cf-3004-4ba5-bc66-e1d89a5c9966,2024-10-28,4,5,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,4,The professional growth opportunities here are valued.
9d24a929-44d9-4962-b7ad-3d291be218a5,2024-02-26,3,4,4,4,3,4,4,3,2,3,3,4,4,4,3,4,3,3,Everything is just adequate. There's nothing much to say.
e8103f3b-53c0-4d86-b211-bb7ec46bb203,2024-11-30,4,3,3,4,3,4,4,4,5,4,3,4,3,4,3,3,4,4,I find the level of autonomy to be expected.
5a686476-b457-48aa-94b5-04a78fa82519,2023-01-07,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,I'm toxic with my salary. It is toxic for my experience.
f154e2db-80cd-4cf4-a0e5-8118542f896c,2023-05-13,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,"My contributions feel completely poor, and I am not poor for my work."
185c4bb3-ffe6-4a71-8e46-e408b1400080,2024-07-10,4,5,5,5,5,4,4,4,4,4,3,3,5,5,4,4,4,4,I'm truly love with the recognition I've received.
cda19402-3c53-4c32-a24a-154c5d675887,2023-01-31,2,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,1,2,There's a stagnant culture and a stagnant of respect.
1690ac24-c00f-4e29-afbf-d8a432a32ede,2024-06-18,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,The workload is stagnant and I have a stagnant work-life balance.
a085e960-7947-4999-be61-451199151c92,2024-03-01,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,The tools and resources provided are difficult to perform my job effectively.
69fde4b8-9815-49f7-b5e8-3679ebb4e00f,2024-01-29,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,The tools and resources provided are mess to perform my job effectively.
20582884-2ee5-4ee6-bffe-6637b45eab77,2024-11-02,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,The tools and resources provided are problem to perform my job effectively.
e743dd70-410d-45fe-b70e-0df665c42e91,2023-12-29,4,4,3,3,3,3,3,3,2,2,3,4,4,3,4,4,4,3,The training provided is regular. It serves its purpose.
d5cdc051-79d3-462e-bbbe-5a2403223073,2024-03-12,3,4,3,3,4,3,3,3,5,4,3,3,4,3,3,4,4,3,I have mixed feelings. The new policy is average.
7322c1b2-0f98-4b18-a1f3-4d42b866719f,2024-10-31,4,3,3,3,3,4,4,3,3,2,3,3,4,3,3,4,3,3,I find the level of autonomy to be okay.
227a2fa3-36ce-455e-8e03-f46fd7711a8d,2024-07-04,4,5,4,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,I feel proud about my job. The team is proud.
bf8a15df-e3df-4463-a669-50675613a8c5,2023-03-23,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,The recent organizational changes were communicated in a stagnant manner.
630c45bc-4c26-4d42-8062-8c22f19c97be,2023-12-22,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,"My contributions feel completely poor, and I am not poor for my work."
8e9491cb-de3e-4d18-9eb7-91f903e902d7,2023-09-15,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,The tools and resources provided are toxic to perform my job effectively.
68266fa9-25d2-49c0-9754-a674858fa55e,2024-12-18,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,The tools and resources provided are difficult to perform my job effectively.
82b49d14-d9f7-4803-973c-c69e0ba35c5b,2024-08-11,2,1,2,2,2,1,2,1,3,1,2,2,2,1,1,1,1,2,The recent organizational changes were communicated in a poor manner.
402f6d08-94a9-44c9-b34a-185afdbcab02,2024-06-07,3,4,4,4,4,3,3,4,4,4,5,3,3,4,4,3,4,4,My job is okay. The responsibilities are okay.
a6f36989-0ae7-4a44-b692-2996ec068ac7,2023-10-22,2,2,1,2,1,1,1,2,2,2,3,1,1,1,2,2,2,1,I've found career progression to be low and unclear.
612626f9-82e9-4a2f-8ec1-901227fb4fed,2023-08-12,3,3,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,I have mixed feelings. The new policy is normal.
f221bcbe-1d8a-4535-aa1c-e2c8edf12de0,2024-06-08,4,4,4,3,4,4,4,3,4,3,3,4,4,4,3,4,4,4,Performance evaluations are typical and generally follow the same format.
41ca81ff-51ad-479c-91f4-8a1e201ba7dc,2023-02-15,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,The tools and resources provided are unbearable to perform my job effectively.
cfb26ba8-6872-43ea-854c-bacebd3a9d69,2024-10-28,4,3,4,3,3,3,3,4,3,4,4,2,3,4,4,3,3,4,Everything is just standard. There's nothing much to say.
321ed119-82c3-4c63-bdb1-47e6ab243e0e,2023-04-23,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,I've found career progression to be unhappy and unclear.
acde5beb-0dd9-4edb-b70b-857aa3dcdf00,2023-08-21,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,5,The workplace environment is supportive and promotes supportive collaboration.
04474326-e523-45e9-aabc-2af32b413727,2023-01-17,3,3,4,3,4,4,4,3,4,3,2,3,4,3,3,3,3,4,The company's approach to innovation is quite regular.
6687ca43-a7d0-4eb4-80e2-1720a162664c,2023-12-26,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,The recent organizational changes were communicated in a toxic manner.
5f0081d2-98bb-43b8-b73d-bc2acfe8f2d8,2023-08-11,4,3,3,4,3,3,3,4,3,3,3,2,4,3,4,3,3,3,The company's approach to innovation is quite acceptable.
d3cc10a1-4a3d-4d80-81b7-ef3175145b53,2024-11-30,3,3,3,4,4,3,4,3,3,2,3,4,3,4,3,4,3,4,I have mixed feelings. The new policy is typical.
938b9113-4d26-409e-a27a-fd999191ce73,2024-03-23,3,4,4,4,3,4,4,4,3,4,2,4,3,3,3,3,4,4,I have mixed feelings. The new policy is normal.
48a1d7e7-29e3-4278-9e3a-5664ac25803f,2023-12-31,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,The professional growth opportunities here are excellent.
30c00a3b-9086-484f-b84a-a036ddb3c993,2024-11-05,4,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,4,5,I am great with the company culture.
6c3e6113-c74d-454c-8ce7-9262ab71418d,2023-11-22,3,3,3,4,3,3,3,4,4,4,3,4,4,4,3,4,3,4,Everything is just typical. There's nothing much to say.
f72f6b05-0a8a-4d53-bfbb-d4ee7cf9eabb,2024-04-11,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,4,3,3,The company's approach to innovation is quite standard.
26cf1b04-4c1f-4dc8-98bd-48cedd56c92b,2024-02-18,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,Everything is just adequate. There's nothing much to say.
6aa746a9-0e99-4662-a459-376410ada63e,2024-03-30,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,"My contributions feel completely terrible, and I am not terrible for my work."
48e0c2c9-1de3-49e0-bee9-8a11f3e37bfa,2024-08-08,4,5,4,4,5,5,5,5,4,5,3,4,5,5,4,5,4,5,The company's mission is fantastic and I feel aligned with its values.
e729f5b6-17d4-4485-8135-f7f123e85c69,2023-08-21,4,3,3,3,3,3,3,3,3,3,4,2,3,4,4,3,4,3,I have mixed feelings. The new policy is normal.
4abce33c-8703-4f03-8cf2-df3c2df37b55,2023-08-12,4,4,4,4,5,4,5,5,4,5,5,5,5,4,4,4,4,4,The professional growth opportunities here are great.
8af823cb-ef2e-438d-9452-bc36701b1b84,2024-02-16,3,4,3,4,4,3,3,3,4,3,4,2,3,3,3,4,4,3,My benefits are average and meet my basic needs.
10faa8cd-592f-4448-ac57-6077c501fe6f,2024-07-25,3,3,3,3,4,4,4,4,3,4,4,4,3,3,4,4,3,3,My benefits are average and meet my basic needs.
02371e5d-635a-4855-9ce4-8f90a4263b93,2023-12-01,4,4,4,5,5,5,4,4,5,3,5,4,4,4,4,4,4,5,I'm truly enjoy with the recognition I've received.
6d1dde55-35e0-4201-a035-dc692d38e3e4,2023-08-10,4,4,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,5,The professional growth opportunities here are great.
ef6c33d4-b657-400c-a319-9888d6d9aa6d,2023-02-06,4,4,4,5,5,5,4,4,5,4,4,4,4,5,5,5,5,5,I feel fantastic about my job. The team is fantastic.
cf869652-5fbe-4065-b5e9-118fe37ccd07,2023-10-05,4,4,5,5,4,5,5,4,5,4,4,3,4,5,4,4,5,5,The workplace environment is proud and promotes proud collaboration.
494f149f-55d1-4d32-8b17-e1ec1ede104a,2023-07-15,4,5,5,5,4,4,4,4,5,4,4,4,4,5,4,5,4,5,The workplace environment is happy and promotes happy collaboration.
f26370c1-be6b-4f88-b9a1-0e79b877132b,2024-04-28,4,4,5,5,5,4,5,4,5,4,4,5,4,5,4,4,4,5,I am wonderful with the company culture.
1470de0e-b572-4c6c-9ded-e89acb9a5332,2023-08-30,3,3,4,4,3,3,4,3,5,3,4,4,3,4,4,4,4,4,My benefits are normal and meet my basic needs.
97fe31af-1566-4b6e-bf05-e27c40913d72,2023-11-20,4,4,4,4,4,4,3,3,2,4,4,4,3,4,3,4,4,3,My benefits are regular and meet my basic needs.
78775335-cdb3-4d36-877f-6cfd3c68f139,2023-07-11,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,There's a toxic culture and a toxic of respect.
4881a55a-7bf6-4e4f-9958-594c246a02c3,2023-01-17,3,3,4,3,3,4,4,3,4,4,3,3,4,3,3,4,3,4,The training provided is typical. It serves its purpose.
0a645f85-5055-4bc4-a7e6-7878700c8e1e,2024-06-07,4,5,4,5,4,4,4,5,5,5,5,4,4,5,5,4,5,4,The workplace environment is happy and promotes happy collaboration.
d11b6804-47e2-4533-bd38-80cf18f9dbb7,2024-02-05,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,The training provided is regular. It serves its purpose.
feedf4bf-60b6-45f7-91b1-32325e9923ec,2024-12-05,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,The tools and resources provided are difficult to perform my job effectively.
8a2e4ccb-0bb9-4f30-a565-6e367aaf84fc,2023-01-22,3,4,4,3,4,3,4,3,4,3,3,3,4,3,4,3,4,4,My benefits are average and meet my basic needs.
54081626-ffa2-4960-a4b2-36a6d9dc881d,2024-04-18,4,4,3,3,3,4,4,4,4,5,4,3,3,4,4,4,4,3,I have mixed feelings. The new policy is normal.
98ad7a57-e1aa-494d-ad42-3667b8bdc0d8,2023-04-30,2,1,1,1,1,1,1,2,1,3,2,3,2,2,2,1,1,1,I'm difficult with my salary. It is difficult for my experience.
1b0f4d19-aee1-4da8-bc9a-f78f0ad637ec,2023-07-29,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,There's a unhappy culture and a unhappy of respect.
be326b3a-a73b-4a9e-99bb-24cbaeb1b1a9,2023-11-02,4,4,4,5,4,4,5,4,5,4,5,5,5,5,5,5,5,4,My manager is so enjoy. I am enjoy with the leadership.
d411cc0e-c8fd-4f3c-b432-0c00764166e3,2023-09-27,3,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,My benefits are regular and meet my basic needs.
cc77af98-1f07-459c-a741-43ffa6593eaa,2024-12-04,4,5,4,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,I feel fantastic about my job. The team is fantastic.
58e4d590-ab5d-499f-a0ad-ac4d0bc27867,2024-11-17,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,The recent organizational changes were communicated in a poor manner.
ff1d50b0-7ab8-400d-8446-e42a6ddd6791,2023-10-12,5,4,5,4,5,4,4,5,5,5,3,4,4,5,4,5,4,5,The compensation is supportive and I feel supportive supportive.
bb0fa42b-ab88-478d-9e91-f8e4d0be68ab,2024-12-16,1,2,1,2,1,1,2,2,2,3,2,2,2,2,2,2,1,1,I've found career progression to be low and unclear.
d0dafa11-9788-4728-a005-b5056e89cd57,2024-11-06,4,4,5,4,5,4,5,4,5,3,5,4,5,4,4,5,4,5,I'm truly love with the recognition I've received.
e165b296-5f9d-44cf-b326-c11795093a36,2023-08-15,4,4,5,4,5,5,5,4,5,4,3,3,4,4,5,5,4,4,The company's mission is excellent and I feel aligned with its values.
c0f429a6-5e42-46e4-b950-1bd5287b5a2e,2024-01-16,3,3,4,3,3,3,4,4,3,4,3,2,4,4,3,4,3,4,I find the level of autonomy to be expected.
0c3cb51b-80bb-4694-bcb4-50c6dd83de6e,2024-04-04,5,4,4,5,4,5,4,5,5,5,4,4,5,4,4,5,4,4,The compensation is excellent and I feel excellent excellent.
9c072176-77fb-43a3-b1b1-7d4a12f1d1c0,2023-01-07,4,4,5,4,4,5,5,5,4,5,4,4,4,5,4,4,5,4,The workplace environment is enjoy and promotes enjoy collaboration.
7b687102-fa9d-4445-8a59-00a5ab426ed7,2023-01-29,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,5,5,4,The compensation is happy and I feel happy happy.
a51ddaec-2515-4dff-aa50-14e178217ce3,2023-02-02,5,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,5,4,The professional growth opportunities here are valued.
1096fe5e-cd02-42da-84ec-04078f178c96,2024-10-07,3,3,3,3,3,4,3,3,3,4,2,3,3,4,4,3,3,3,My job is okay. The responsibilities are okay.
b0471072-60a3-41bd-8eb9-6c0e01c0513e,2023-03-20,5,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,The professional growth opportunities here are proud.
8d53030e-2c77-4091-bd28-0d2b5905c7e4,2024-04-03,4,3,3,3,4,4,4,3,2,2,5,2,3,4,3,3,4,3,The training provided is fine. It serves its purpose.
e3998d51-3273-4c7e-aab0-e3e866198007,2024-07-23,4,4,5,5,4,4,4,4,5,4,3,4,4,5,4,4,5,5,The company's mission is fantastic and I feel aligned with its values.
8dfb337d-d9dc-4c57-8461-78b888a09053,2024-06-21,3,3,4,3,3,3,4,3,3,2,3,2,4,4,3,4,4,3,Everything is just standard. There's nothing much to say.
8d2d67eb-9a80-4c8c-980e-138c1c467f0d,2024-04-26,2,2,1,2,2,2,1,2,2,3,1,2,2,1,2,1,2,2,The tools and resources provided are stagnant to perform my job effectively.
1c5c6481-a00d-4711-b2fb-d97bed1f5b04,2024-03-05,4,3,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,4,The company's approach to innovation is quite standard.
96059132-33c9-4abd-b0c6-3f2b4a67f81e,2023-10-12,3,3,4,4,4,4,3,4,3,5,4,4,3,3,4,4,3,4,I have mixed feelings. The new policy is fine.
e5162dcc-1aca-4f8f-b723-742a57654f5c,2024-05-30,4,4,3,3,4,3,4,3,3,3,3,4,3,4,4,4,3,4,The company's approach to innovation is quite regular.
67abb51e-9494-48f7-ad2f-cb24de76dd7f,2023-04-09,4,4,5,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,I feel supportive about my job. The team is supportive.
58a65510-bb83-40f8-bf25-28f04a1728b2,2024-02-01,5,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,I feel supportive about my job. The team is supportive.
56059cd4-fce0-40c4-bb43-ed78d298032a,2024-05-03,3,4,3,3,3,4,4,4,4,4,3,4,4,3,4,4,3,3,Everything is just fine. There's nothing much to say.
12560f3d-9381-4215-a5f7-8afc81c39263,2023-02-08,5,4,5,4,5,5,4,4,5,4,4,3,4,4,5,4,5,4,The professional growth opportunities here are fantastic.
1012d4ea-5806-459c-9513-bd6cc9b0d268,2023-09-28,4,4,5,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,I feel fantastic about my job. The team is fantastic.
d18f9bd1-8b3b-40af-aa2a-42007ea6b450,2023-06-06,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,"My contributions feel completely unhappy, and I am not unhappy for my work."
4f86bcde-92bf-4b6b-a6e8-3dad6b8388be,2023-03-16,4,4,5,4,4,5,4,4,3,4,5,4,5,4,5,4,4,5,The compensation is supportive and I feel supportive supportive.
2fddbf2a-d1b7-4413-83ce-a958768525fb,2023-05-10,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,"My contributions feel completely unbearable, and I am not unbearable for my work."
99ea2cef-e969-4fc6-99f2-7662110194b3,2024-11-17,4,4,5,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,I feel great about my job. The team is great.
6a596388-d19d-43f2-b1c2-87bd739d2740,2023-03-25,4,5,5,5,5,5,5,4,5,3,4,4,5,4,5,5,4,5,My manager is so supportive. I am supportive with the leadership.
4685253c-48cb-4535-9375-f02e62f66652,2023-01-22,4,5,5,4,4,4,4,5,4,5,5,5,4,5,5,4,4,4,My manager is so happy. I am happy with the leadership.
81c2e9c4-b27b-4293-b7e4-c12b0a6cb81e,2024-04-03,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,Communication is a stagnant here. I am stagnant with management.
210411e4-65a0-4b95-a88b-cd9678512983,2024-06-22,3,3,3,4,4,4,4,3,4,4,3,4,4,3,3,3,3,4,My job is average. The responsibilities are average.
1ff85d67-36c9-4309-a9c9-565caf3dc7b4,2024-12-07,1,2,1,2,1,1,1,2,2,2,3,2,1,2,2,1,1,2,There's a low culture and a low of respect.
e1bfef90-7649-4234-a380-367be76c0d00,2024-01-17,4,5,5,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,The professional growth opportunities here are proud.
49b45afd-df0e-473d-9fc0-7a7b67489644,2024-03-15,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,I've found career progression to be difficult and unclear.
e7ed62b7-0ee2-4881-bd9d-e301556fd9e2,2024-08-26,3,3,4,3,3,4,3,4,5,4,4,3,3,4,4,3,3,4,Performance evaluations are regular and generally follow the same format.
20f23661-73af-4e71-9c5b-9005dfd39b66,2023-01-21,4,3,4,4,3,3,4,3,4,3,4,4,4,3,3,3,4,3,I have mixed feelings. The new policy is acceptable.
d880213e-02be-441d-b118-626308548f5a,2023-10-30,4,3,3,3,4,3,4,3,4,3,4,2,4,4,4,3,3,4,My benefits are regular and meet my basic needs.
fb0841fe-a250-4c45-a6f8-9efa76fdcac3,2023-03-25,4,4,4,3,4,3,4,4,3,4,4,4,3,4,3,3,3,3,I find the level of autonomy to be regular.
fa655371-12cf-45cf-ac78-da8d8ba69968,2024-10-20,4,5,4,5,5,5,5,4,4,4,5,4,5,4,5,4,4,5,My manager is so wonderful. I am wonderful with the leadership.
ac44a39f-1ffd-4628-a189-3448b8fe5f74,2024-03-28,5,5,5,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4,The company's mission is enjoy and I feel aligned with its values.
bc919279-d095-4522-814a-3172f0c09663,2024-01-22,4,4,3,4,4,4,4,4,4,5,2,4,4,3,4,3,3,4,Everything is just okay. There's nothing much to say.
df37cb9f-7657-4b14-9d73-121d6ace1512,2024-05-21,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,Communication is a low here. I am low with management.
9bba1767-e303-45ba-aaae-b9fe37142ef7,2023-09-14,5,4,5,5,5,5,4,5,4,5,4,4,5,5,4,5,5,5,I feel proud about my job. The team is proud.
be9f2fca-9f6a-4598-b8de-8629deb8680b,2024-07-23,3,3,4,3,3,3,4,4,4,5,3,2,4,3,4,4,4,3,The training provided is average. It serves its purpose.
d96c2689-3dfc-4222-ab00-3bf8b65dbc27,2024-06-10,4,3,4,4,4,4,4,3,4,3,4,3,3,4,4,3,3,4,The company's approach to innovation is quite normal.
8de44d70-2b51-4933-8134-cd9bcd4716de,2023-06-11,3,3,4,4,3,4,4,3,2,4,2,3,3,3,4,3,3,3,The training provided is regular. It serves its purpose.
582ce112-e2a8-422a-8121-3d99356e4759,2023-06-12,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,1,There's a toxic culture and a toxic of respect.
aa722601-af4d-4bc0-bba8-76d041a0b0f1,2024-06-07,3,4,3,3,4,3,4,3,4,3,2,3,4,3,3,3,4,4,My job is acceptable. The responsibilities are acceptable.
02889b34-79cb-4a75-805a-60dd2a56340a,2023-09-28,4,3,4,3,4,3,3,4,3,4,4,4,4,3,3,4,4,3,My benefits are acceptable and meet my basic needs.
408d8b22-8dea-4717-8633-87afaf0132bf,2024-05-06,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,Communication is a unbearable here. I am unbearable with management.
